01960604	0100015622546692	2609706394
01960605	0100015822546814	1537209754
01960606	0100015922546925	3683448218
01960607	0100016122547149	1267529114
01960608	0100016222547260	3953063322
01960609	0100016322547371	2072835482
01960610	0100016422547482	0463467930
01960611	0100016522547593	3146577306
01960612	0100016622547604	3675846042
01960613	0100016722547715	2348413850
01960614	0100016822547826	2064512154
01960615	0100016922547937	3153720218
01960616	0100017022548050	0736555930
01960617	0100017122548161	0466875290
01960618	0100017322548383	1272181658
01960619	0100017422548494	1527641242
01960620	0100017722548727	4224906138
01960621	0100017822548838	0735310746
01960622	0100017922548949	1810297754
01960623	0100018022549062	1540617114
01960624	0100018122549173	2885284762
01960625	0100018222549284	0468120474
01960626	0100018322549395	0198439834
01960627	0100018422549406	1273426842
01960628	0100018622549628	3420059034
01960629	0100018722549739	0734393754
01960630	0100018922549961	2612196762
01960631	0100019122550186	1807938458
01960632	0100019222550297	2612261786
01960633	0100019322550308	3417568154
01960634	0100019422550419	3418551194
01960635	0100019522550530	3416126362
01960636	0100019722550752	2075390874
01960637	0100019822550863	2064119706
01960638	0100019922550974	2348021402
01960639	0100020122551199	1542715034
01960640	0100020222551210	0453506970
01960641	0100020322551321	3420452506
01960642	0100020522551543	0467728026
01960643	0100020622551654	1540159130
01960644	0100020722551765	0734852762
01960645	0100020822551876	3152017050
01960646	0100021022552000	0199292570
01960647	0100021122552111	1271723674
01960648	0100021222552222	3688887962
01960649	0100021322552333	0466417306
01960650	0100021422552444	2600925082
01960652	0100021522552555	4224513690
01960653	0100021622552666	2346776218
01960654	0100021722552777	3419207322
01960655	0100021822552888	1541469850
01960657	0100021922552999	2613900954
01960658	0100022022553012	0736163482
01960659	0100022122553123	3137795994
01960660	0100022222553234	3421697690
01960661	0100022322553345	2883647130
01960662	0100022422553456	3956078234
01960663	0100022622553678	2345465498
01960666	0100022722553789	3958568602
